origin,destination,origin_latitude,origin_longitude,destination_latitude,destination_longitude,,,origin,destination,ticket
GDL,DFW,20.5218,-103.311,32.8968,-97.038,,,,,
GDL,DFW,20.5218,-103.311,32.8968,-97.038,,,,,
GDL,DFW,20.5218,-103.311,32.8968,-97.038,,,,,
GDL,DFW,20.5218,-103.311,32.8968,-97.038,,,,,
GDL,DFW,20.5218,-103.311,32.8968,-97.038,,,,,
GDL,DFW,20.5218,-103.311,32.8968,-97.038,,,,,
GDL,DFW,20.5218,-103.311,32.8968,-97.038,,,,,
GDL,DFW,20.5218,-103.311,32.8968,-97.038,,,,,
GDL,DFW,20.5218,-103.311,32.8968,-97.038,,,,,
GDL,DFW,20.5218,-103.311,32.8968,-97.038,,,,,
GDL,DFW,20.5218,-103.311,32.8968,-97.038,,,,,
GDL,DFW,20.5218,-103.311,32.8968,-97.038,,,,,
GDL,DFW,20.5218,-103.311,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
PVR,DFW,20.6801,-105.254,32.8968,-97.038,,,,,
PVR,DFW,20.6801,-105.254,32.8968,-97.038,,,,,
CZM,DFW,20.5224,-86.9256,32.8968,-97.038,,,,,
CZM,DFW,20.5224,-86.9256,32.8968,-97.038,,,,,
CZM,DFW,20.5224,-86.9256,32.8968,-97.038,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
PVR,DFW,20.6801,-105.254,32.8968,-97.038,,,,,
PVR,DFW,20.6801,-105.254,32.8968,-97.038,,,,,
CUN,JFK,21.0365,-86.8771,40.6398,-73.7789,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
GDL,DFW,20.5218,-103.311,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
CUN,ORD,21.0365,-86.8771,41.9786,-87.9048,,,,,
CUN,ORD,21.0365,-86.8771,41.9786,-87.9048,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
CUN,DFW,21.0365,-86.8771,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
MEX,DFW,19.4363,-99.0721,32.8968,-97.038,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
CUN,MIA,21.0365,-86.8771,25.7932,-80.2906,,,,,
MEX,LAX,19.4363,-99.0721,33.9425,-118.408,,,,,
MEX,LAX,19.4363,-99.0721,33.9425,-118.408,,,,,
MEX,LAX,19.4363,-99.0721,33.9425,-118.408,,,,,
MEX,LAX,19.4363,-99.0721,33.9425,-118.408,,,,,
MEX,LAX,19.4363,-99.0721,33.9425,-118.408,,,,,
MEX,LAX,19.4363,-99.0721,33.9425,-118.408,,,,,
MEX,LAX,19.4363,-99.0721,33.9425,-118.408,,,,,
MEX,LAX,19.4363,-99.0721,33.9425,-118.408,,,,,
MEX,LAX,19.4363,-99.0721,33.9425,-118.408,,,,,
MEX,LAX,19.4363,-99.0721,33.9425,-118.408,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
MEX,MIA,19.4363,-99.0721,25.7932,-80.2906,,,,,
GDL,DFW,20.5218,-103.311,32.8968,-97.038,,,,,
